freq,tra_type,c_unload,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,EL,GT12,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,EL,GT12,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,EL,GT12,THS_T,PL	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,EL,GT12,THS_T,RO	: 	: u	: u	: 	: 	: 	: u	: u	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,EL,GT12,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT12,THS_T,SI	: 	: u	: 	: 	: u	: 	: 	: u	: 	: 	: u	: 	: 	: u	: 
A,TOTAL,EL,GT12,THS_T,SK	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT12,THS_T,UK	: 	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT13,THS_T,AT	: u	18 	: u	: u	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,EL,GT13,THS_T,BG	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	65 	: u
A,TOTAL,EL,GT13,THS_T,CY	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT13,THS_T,CZ	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT13,THS_T,DE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT13,THS_T,HR	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT13,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	7 
A,TOTAL,EL,GT13,THS_T,PL	: u	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,EL,GT13,THS_T,RO	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: 	: u	: u
A,TOTAL,EL,GT13,THS_T,SI	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,EL,GT13,THS_T,SK	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT14,THS_T,BG	: u	: u	: 	: 	: 	: u	: 	: u	: u	: u	: 	: 	: u	: u	: 
A,TOTAL,EL,GT14,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT14,THS_T,NL	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,EL,GT14,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,EL,GT14,THS_T,SK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT15,THS_T,BG	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,TOTAL,EL,GT15,THS_T,CZ	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT15,THS_T,DE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT15,THS_T,FR	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT15,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,EL,GT15,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,TOTAL,EL,GT15,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,EL,GT15,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,EL,GT15,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,AT	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,BG	: u	: u	: 	: u	: u	: u	: u	: u	101 	: u	73 	: u	89 	72 	: u
A,TOTAL,EL,GT16,THS_T,CH	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,CY	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,HU	: 	: 	: u	: 	: u	: 	: 	: u	: 	: u	9 	: 	: 	: u	: u
A,TOTAL,EL,GT16,THS_T,IT	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
A,TOTAL,EL,GT16,THS_T,RO	: 	: 	: u	: u	: u	: 	: u	: 	: 	: u	: 	: u	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT16,THS_T,UK	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,AT	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,BG	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,CY	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,EL,GT17,THS_T,UK	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,EL,GT18,THS_T,AT	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT18,THS_T,BG	: u	: u	: 	: u	: u	: u	: u	: u	: u	173 	: u	: u	150 	285 	: u
A,TOTAL,EL,GT18,THS_T,CY	: u	: u	0 	: u	0 	0 	0 	0 	0 	: u	: u	: u	: u	: u	: u
A,TOTAL,EL,GT18,THS_T,CZ	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,TOTAL,EL,GT18,THS_T,DE	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: 	: u
A,TOTAL,EL,GT18,THS_T,DK	: 	: u	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT18,THS_T,FR	30 	: u	: u	: 	: u	9 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT18,THS_T,HU	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	11 
A,TOTAL,EL,GT18,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u	: 	: 
A,TOTAL,EL,GT18,THS_T,LT	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 
A,TOTAL,EL,GT18,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,EL,GT18,THS_T,NL	26 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,EL,GT18,THS_T,PL	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u	: 	: u	: u
A,TOTAL,EL,GT18,THS_T,RO	: 	: u	34 	: u	: u	: u	: u	: u	70 	83 	: u	45 	42 	: u	91 
A,TOTAL,EL,GT18,THS_T,SE	22 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: u
A,TOTAL,EL,GT18,THS_T,SK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT18,THS_T,UK	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,AT	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,BG	: u	: u	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u
A,TOTAL,EL,GT19,THS_T,CZ	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,EL,GT19,THS_T,DE	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,RO	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT19,THS_T,UK	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT20,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,EL,GT20,THS_T,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,TOTAL,EL,GT20,THS_T,CY	: u	0 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT20,THS_T,CZ	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,GT20,THS_T,HU	: u	: 	: 	: 	: 	: 	: 	: 	14 	: u	: u	16 	: u	22 	40 
A,TOTAL,EL,GT20,THS_T,IT	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,TOTAL,EL,GT20,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,EL,GT20,THS_T,PL	: u	: 	: 	: u	: u	: u	: 	: 	: u	: u	: 	: 	: u	: 	: u
A,TOTAL,EL,GT20,THS_T,RO	: 	: 	: 	: u	: u	: u	: 	: u	: 	: u	: 	: 	: u	: u	: 
A,TOTAL,EL,TOTAL,THS_T,AT	57 	50 	18 	: u	: u	: u	18 	: u	18 	18 	: u	21 	: u	20 	28 
A,TOTAL,EL,TOTAL,THS_T,BE	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 	105 	: u
A,TOTAL,EL,TOTAL,THS_T,BG	981 	1005 	1061 	954 	1353 	2055 	1901 	1788 	2203 	1882 	1498 	1116 	2153 	2332 	3001 
A,TOTAL,EL,TOTAL,THS_T,CH	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,EL,TOTAL,THS_T,CY	4 	9 	8 	7 	4 	5 	4 	3 	3 	3 	4 	5 	3 	1 	1 
A,TOTAL,EL,TOTAL,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,EL,TOTAL,THS_T,DE	139 	229 	131 	57 	36 	64 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,EL,TOTAL,THS_T,DK	: 	: u	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,EL	: 	: u	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,ES	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,FR	41 	: u	10 	: u	17 	17 	18 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,HR	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,EL,TOTAL,THS_T,HU	37 	: u	27 	32 	43 	48 	58 	63 	59 	49 	55 	32 	39 	69 	102 
A,TOTAL,EL,TOTAL,THS_T,IE	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,IT	58 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	54 
A,TOTAL,EL,TOTAL,THS_T,LT	: u	: u	: u	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,EL,TOTAL,THS_T,LV	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,TOTAL,EL,TOTAL,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64 	95 	: 
A,TOTAL,EL,TOTAL,THS_T,NL	45 	18 	: u	21 	: u	: u	: u	: u	: u	15 	: u	: u	: u	: u	: 
A,TOTAL,EL,TOTAL,THS_T,NO	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,EL,TOTAL,THS_T,PL	: u	118 	115 	132 	121 	173 	132 	: u	213 	260 	: u	197 	523 	312 	352 
A,TOTAL,EL,TOTAL,THS_T,RO	124 	116 	132 	147 	99 	109 	123 	144 	226 	250 	239 	171 	186 	285 	371 
A,TOTAL,EL,TOTAL,THS_T,SE	24 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: u
A,TOTAL,EL,TOTAL,THS_T,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	37 	: u
A,TOTAL,EL,TOTAL,THS_T,SK	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: 	: u
A,TOTAL,EL,TOTAL,THS_T,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT01,THS_T,AT	: u	: u	: 	: u	: 	: u	: 	: u	: u	: 	: 	: u	: 	: u	: 
A,TOTAL,ES,GT01,THS_T,BE	: 	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: 	: u
A,TOTAL,ES,GT01,THS_T,BG	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT01,THS_T,CZ	: u	: 	: u	: 	: u	: u	: 	: 	: 	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT01,THS_T,DE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT01,THS_T,DK	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u
A,TOTAL,ES,GT01,THS_T,EL	: u	: u	: u	: u	: u	31 	50 	36 	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT01,THS_T,ES	: u	: u	: 	: u	: u	: u	: u	36 	: u	26 	57 	: u	: u	: u	: u
A,TOTAL,ES,GT01,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT01,THS_T,FR	284 	210 	198 	284 	181 	181 	151 	99 	111 	185 	192 	303 	259 	194 	241 
A,TOTAL,ES,GT01,THS_T,HR	: 	: 	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,ES,GT01,THS_T,HU	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT01,THS_T,IE	: 	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,ES,GT01,THS_T,IT	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u
A,TOTAL,ES,GT01,THS_T,LT	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,TOTAL,ES,GT01,THS_T,LV	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT01,THS_T,NL	60 	53 	26 	37 	24 	44 	26 	: u	13 	16 	41 	: u	: u	14 	: u
A,TOTAL,ES,GT01,THS_T,NO	: u	: u	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,ES,GT01,THS_T,PL	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 
A,TOTAL,ES,GT01,THS_T,PT	1243 	655 	626 	525 	521 	1163 	579 	325 	405 	546 	562 	512 	295 	485 	562 
A,TOTAL,ES,GT01,THS_T,RO	: 	: 	: 	: u	: u	: 	: u	: 	: u	: 	: 	: u	: 	: u	: u
A,TOTAL,ES,GT01,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,ES,GT01,THS_T,SK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 
A,TOTAL,ES,GT01,THS_T,UK	: u	: u	: u	: u	: u	: 	: u	: u	: u	9 	: u	: u	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,AT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,BE	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,CZ	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,FR	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: 	: 
A,TOTAL,ES,GT02,THS_T,HU	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,IT	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,NL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT02,THS_T,PT	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT03,THS_T,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,ES,GT03,THS_T,BE	: u	: u	: 	: u	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 	: u
A,TOTAL,ES,GT03,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,DE	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,EE	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,EL	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,FR	127 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	103 	: u	: u
A,TOTAL,ES,GT03,THS_T,HR	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,HU	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,IT	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,LT	47 	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,LU	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT03,THS_T,LV	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT03,THS_T,NL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,ES,GT03,THS_T,PL	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,PT	405 	252 	183 	163 	185 	221 	167 	388 	458 	298 	438 	220 	294 	301 	285 
A,TOTAL,ES,GT03,THS_T,RO	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT03,THS_T,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT03,THS_T,UK	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,TOTAL,ES,GT04,THS_T,AT	: u	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT04,THS_T,BE	15 	27 	32 	21 	: u	: u	23 	: u	: u	: u	: u	: 	: u	: u	: 
A,TOTAL,ES,GT04,THS_T,BG	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u	: 	: u	: 
A,TOTAL,ES,GT04,THS_T,CH	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT04,THS_T,CY	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 
A,TOTAL,ES,GT04,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,DE	75 	112 	115 	114 	59 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,DK	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 	: u	: 	: 
A,TOTAL,ES,GT04,THS_T,EE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,ES,GT04,THS_T,EL	: u	: u	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,ES	12 	: u	: u	: u	42 	: u	33 	: u	: u	24 	18 	6 	: u	45 	: u
A,TOTAL,ES,GT04,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT04,THS_T,FR	290 	177 	238 	133 	69 	70 	83 	89 	85 	89 	36 	75 	128 	132 	109 
A,TOTAL,ES,GT04,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u	: 
A,TOTAL,ES,GT04,THS_T,HU	22 	: u	30 	: u	19 	18 	: u	11 	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,IE	: u	: u	24 	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,IT	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,LT	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: 	: u
A,TOTAL,ES,GT04,THS_T,LU	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT04,THS_T,LV	: u	: 	: u	: u	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: u
A,TOTAL,ES,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,ES,GT04,THS_T,NL	49 	28 	18 	: u	: u	: u	20 	: u	: u	: 	: u	17 	: u	: u	24 
A,TOTAL,ES,GT04,THS_T,PL	94 	: u	91 	: u	: u	: u	: u	: u	: u	: u	: u	: u	138 	250 	348 
A,TOTAL,ES,GT04,THS_T,PT	486 	561 	485 	526 	295 	394 	575 	443 	406 	455 	363 	389 	247 	346 	282 
A,TOTAL,ES,GT04,THS_T,RO	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,SE	10 	: u	13 	9 	: u	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u
A,TOTAL,ES,GT04,THS_T,SI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,TOTAL,ES,GT04,THS_T,SK	: u	: u	: 	: u	: 	: u	: u	: 	: u	: 	: u	: u	: 	: 	: 
A,TOTAL,ES,GT04,THS_T,UK	88 	56 	35 	44 	68 	: u	8 	: u	15 	25 	19 	14 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,AT	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,BE	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,BG	: u	: 	: u	: u	: 	: u	: u	: 	: 	: u	: u	: 	: u	: 	: u
A,TOTAL,ES,GT05,THS_T,CZ	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT05,THS_T,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 
