freq,tra_type,c_load,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,IE,GT06,THS_T,UK	127 	: u	: u	: u	: u	164 	: u	277 	: u	136 	: u	: u	: 	: 	: 
A,TOTAL,IE,GT07,THS_T,UK	: u	: 	138 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,IE,GT08,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT08,THS_T,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
A,TOTAL,IE,GT08,THS_T,DK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT08,THS_T,ES	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u
A,TOTAL,IE,GT08,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IE,GT08,THS_T,NL	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: u	: u
A,TOTAL,IE,GT08,THS_T,PL	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 
A,TOTAL,IE,GT08,THS_T,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT08,THS_T,SI	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT08,THS_T,UK	81 	14 	123 	158 	: u	44 	80 	: u	32 	: u	: u	: u	: 	: 	: 
A,TOTAL,IE,GT09,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,TOTAL,IE,GT09,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,IE,GT09,THS_T,UK	594 	447 	447 	219 	363 	126 	417 	441 	453 	98 	426 	909 	: 	: 	: 
A,TOTAL,IE,GT10,THS_T,DE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT10,THS_T,HU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT10,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,IE,GT10,THS_T,NL	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,IE,GT10,THS_T,UK	: u	: u	: u	165 	: u	73 	: u	: u	68 	: u	: u	: u	: 	: 	: 
A,TOTAL,IE,GT11,THS_T,BE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT11,THS_T,BG	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT11,THS_T,DE	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,IE,GT11,THS_T,DK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT11,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,TOTAL,IE,GT11,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IE,GT11,THS_T,NL	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
A,TOTAL,IE,GT11,THS_T,PL	: 	: u	: u	: 	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 
A,TOTAL,IE,GT11,THS_T,UK	125 	41 	: u	98 	122 	: u	65 	: u	: u	: u	84 	146 	: 	: 	: 
A,TOTAL,IE,GT12,THS_T,DE	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: u
A,TOTAL,IE,GT12,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT12,THS_T,LT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT12,THS_T,NL	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IE,GT12,THS_T,PL	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT12,THS_T,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	84 	: u	: u	: 	: 	: 
A,TOTAL,IE,GT13,THS_T,BE	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT13,THS_T,CZ	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT13,THS_T,PL	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT13,THS_T,UK	48 	: u	33 	: u	18 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,IE,GT14,THS_T,UK	: u	: u	: 	283 	: u	180 	119 	: u	415 	: u	: u	175 	: 	: 	: 
A,TOTAL,IE,GT15,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IE,GT15,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IE,GT15,THS_T,UK	21 	: 	: 	: u	25 	: u	58 	85 	105 	154 	: u	: 	: 	: 	: 
A,TOTAL,IE,GT16,THS_T,CZ	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT16,THS_T,DE	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,TOTAL,IE,GT16,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT16,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IE,GT16,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,IE,GT16,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,IE,GT16,THS_T,NL	4 	2 	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,IE,GT16,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IE,GT16,THS_T,UK	: 	: 	: 	25 	75 	74 	86 	60 	103 	: u	69 	: u	: 	: 	: 
A,TOTAL,IE,GT17,THS_T,BE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT17,THS_T,DE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT17,THS_T,NL	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT17,THS_T,UK	: 	: 	: 	: 	: u	: u	: u	: u	: u	101 	: u	: u	: 	: 	: 
A,TOTAL,IE,GT18,THS_T,DE	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT18,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT18,THS_T,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,TOTAL,IE,GT18,THS_T,HU	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IE,GT18,THS_T,LT	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,TOTAL,IE,GT18,THS_T,NL	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u
A,TOTAL,IE,GT18,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,TOTAL,IE,GT18,THS_T,RO	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 
A,TOTAL,IE,GT18,THS_T,UK	: 	: 	: 	512 	571 	605 	563 	290 	524 	195 	345 	199 	: 	: 	: 
A,TOTAL,IE,GT19,THS_T,CZ	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT19,THS_T,DK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,GT19,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IE,GT19,THS_T,UK	522 	408 	552 	: u	: 	: u	: u	: u	: u	: u	: u	61 	: 	: 	: 
A,TOTAL,IE,GT20,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 
A,TOTAL,IE,GT20,THS_T,PL	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IE,GT20,THS_T,UK	: 	: 	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,BE	: u	: u	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IE,TOTAL,THS_T,BG	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,CZ	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,DE	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,TOTAL,IE,TOTAL,THS_T,DK	33 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,ES	: 	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u
A,TOTAL,IE,TOTAL,THS_T,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,IE,TOTAL,THS_T,HU	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: 	: u
A,TOTAL,IE,TOTAL,THS_T,LT	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u
A,TOTAL,IE,TOTAL,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,IE,TOTAL,THS_T,LV	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,NL	13 	18 	: u	: u	21 	14 	: u	: u	: u	: u	40 	4 	29 	: u	: u
A,TOTAL,IE,TOTAL,THS_T,PL	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IE,TOTAL,THS_T,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,RO	: 	: u	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 	: u	: 	: 
A,TOTAL,IE,TOTAL,THS_T,SI	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IE,TOTAL,THS_T,UK	2350 	1782 	2669 	2884 	2406 	2740 	3062 	2460 	2595 	1851 	2841 	3170 	: 	: 	: 
A,TOTAL,IL,GT01,THS_T,CY	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IL,GT04,THS_T,CY	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IL,TOTAL,THS_T,CY	: 	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IR,GT19,THS_T,BG	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IR,TOTAL,THS_T,BG	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,AT	198 	157 	146 	111 	173 	155 	140 	144 	127 	154 	79 	185 	124 	120 	124 
A,TOTAL,IT,GT01,THS_T,BE	: u	24 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 
A,TOTAL,IT,GT01,THS_T,BG	: u	: u	: u	: 	: 	: u	: u	: 	: 	: 	: u	: u	: u	: 	: u
A,TOTAL,IT,GT01,THS_T,CH	: u	: u	77 	62 	: u	110 	80 	50 	: u	: u	: u	: u	183 	: u	: u
A,TOTAL,IT,GT01,THS_T,CY	1 	1 	1 	1 	0 	0 	0 	0 	0 	: u	: u	: u	: u	: u	0 
A,TOTAL,IT,GT01,THS_T,CZ	126 	138 	162 	164 	206 	: u	118 	: u	: u	: u	: u	: u	28 	55 	: u
A,TOTAL,IT,GT01,THS_T,DE	376 	423 	326 	223 	173 	250 	166 	146 	174 	87 	126 	76 	100 	89 	75 
A,TOTAL,IT,GT01,THS_T,DK	: u	: u	15 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,EE	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,EL	: u	: u	: u	: u	: u	33 	52 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT01,THS_T,ES	182 	121 	161 	95 	157 	121 	165 	214 	256 	142 	182 	324 	: u	148 	158 
A,TOTAL,IT,GT01,THS_T,FI	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,FR	240 	92 	92 	109 	65 	123 	101 	119 	99 	91 	129 	90 	: u	: u	: u
A,TOTAL,IT,GT01,THS_T,HR	97 	: u	81 	30 	49 	: u	60 	53 	84 	76 	39 	87 	125 	59 	: u
A,TOTAL,IT,GT01,THS_T,HU	159 	72 	74 	86 	51 	66 	111 	76 	67 	112 	81 	101 	59 	116 	108 
A,TOTAL,IT,GT01,THS_T,IE	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT01,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u	: 
A,TOTAL,IT,GT01,THS_T,LI	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,LT	31 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,LU	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,LV	: u	: 	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT01,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,TOTAL,IT,GT01,THS_T,NL	30 	39 	48 	48 	41 	43 	54 	38 	13 	: u	16 	: u	17 	40 	44 
A,TOTAL,IT,GT01,THS_T,NO	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,PL	122 	218 	234 	394 	407 	265 	203 	297 	320 	531 	272 	208 	269 	422 	277 
A,TOTAL,IT,GT01,THS_T,PT	: 	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,IT,GT01,THS_T,RO	: u	: u	: u	: u	: u	: u	: u	43 	76 	65 	67 	45 	: u	: u	: 
A,TOTAL,IT,GT01,THS_T,SE	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT01,THS_T,SI	116 	88 	174 	145 	131 	133 	171 	201 	130 	175 	128 	173 	502 	368 	210 
A,TOTAL,IT,GT01,THS_T,SK	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	55 	: u	: u	: u	: u
A,TOTAL,IT,GT01,THS_T,UK	9 	: u	: u	25 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,IT,GT02,THS_T,AT	: u	: u	: u	: 	: 	: u	: 	: 	: u	: 	: u	: u	: u	: u	: 
A,TOTAL,IT,GT02,THS_T,BE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IT,GT02,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IT,GT02,THS_T,CH	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT02,THS_T,CZ	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT02,THS_T,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT02,THS_T,FR	: u	: u	: 	: 	: 	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,IT,GT02,THS_T,HR	: 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,TOTAL,IT,GT02,THS_T,HU	: 	: 	: 	: u	: 	: 	: 	: u	: 	: u	: u	: 	: 	: u	: 
A,TOTAL,IT,GT02,THS_T,IT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT02,THS_T,PL	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT02,THS_T,SI	: u	56 	: u	: 	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	31 
A,TOTAL,IT,GT02,THS_T,SK	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,AT	137 	119 	117 	143 	113 	84 	52 	117 	93 	65 	80 	68 	116 	51 	57 
A,TOTAL,IT,GT03,THS_T,BE	: u	: 	: u	: u	: u	: 	: u	192 	256 	: u	: u	: u	122 	: u	141 
A,TOTAL,IT,GT03,THS_T,BG	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,CH	450 	: u	: u	319 	157 	: u	: u	728 	: u	240 	148 	1188 	999 	595 	1123 
A,TOTAL,IT,GT03,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,TOTAL,IT,GT03,THS_T,DE	169 	80 	150 	93 	111 	126 	62 	83 	: u	: u	84 	: u	: u	93 	83 
A,TOTAL,IT,GT03,THS_T,DK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT03,THS_T,EL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,IT,GT03,THS_T,FR	118 	48 	96 	72 	162 	136 	61 	73 	78 	: u	54 	53 	: u	: u	77 
A,TOTAL,IT,GT03,THS_T,HR	: u	: u	: u	: u	35 	: u	: u	: u	51 	: u	: u	119 	: u	: u	: u
A,TOTAL,IT,GT03,THS_T,HU	: u	: u	: u	: u	: u	: u	: u	: u	40 	83 	46 	65 	22 	83 	33 
A,TOTAL,IT,GT03,THS_T,LI	: u	: u	: u	9 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,LT	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: 
A,TOTAL,IT,GT03,THS_T,LU	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,IT,GT03,THS_T,LV	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT03,THS_T,NL	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: 	: u	: 	: 	: u
A,TOTAL,IT,GT03,THS_T,NO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,IT,GT03,THS_T,PT	: u	: u	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,RO	: u	: u	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,IT,GT03,THS_T,SE	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT03,THS_T,SI	107 	83 	98 	145 	123 	95 	75 	70 	167 	54 	95 	: u	64 	97 	150 
A,TOTAL,IT,GT03,THS_T,SK	: u	: u	: u	: 	: u	: u	: 	: 	: u	: 	: u	: u	: 	: u	: u
A,TOTAL,IT,GT03,THS_T,UK	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IT,GT04,THS_T,AT	212 	263 	282 	248 	211 	139 	178 	111 	152 	90 	89 	135 	137 	137 	202 
A,TOTAL,IT,GT04,THS_T,BE	17 	33 	40 	: u	24 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,BG	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,CH	124 	253 	195 	358 	131 	298 	: u	162 	97 	130 	169 	131 	: u	76 	229 
A,TOTAL,IT,GT04,THS_T,CY	: 	: u	0 	0 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	0 
A,TOTAL,IT,GT04,THS_T,CZ	260 	198 	246 	168 	202 	222 	113 	97 	157 	: u	: u	: u	138 	285 	258 
A,TOTAL,IT,GT04,THS_T,DE	951 	769 	900 	625 	437 	512 	529 	443 	407 	443 	487 	283 	222 	240 	282 
A,TOTAL,IT,GT04,THS_T,DK	: u	40 	: u	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u
A,TOTAL,IT,GT04,THS_T,EE	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 	: u	: 	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,EL	45 	36 	54 	78 	84 	: u	58 	92 	74 	324 	390 	288 	: u	: u	138 
A,TOTAL,IT,GT04,THS_T,ES	352 	227 	276 	268 	270 	243 	237 	351 	242 	234 	445 	357 	292 	419 	400 
A,TOTAL,IT,GT04,THS_T,FI	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT04,THS_T,FR	513 	326 	380 	346 	166 	322 	295 	294 	312 	290 	374 	264 	199 	252 	148 
A,TOTAL,IT,GT04,THS_T,HR	116 	116 	129 	152 	136 	110 	167 	117 	153 	118 	199 	135 	125 	162 	96 
A,TOTAL,IT,GT04,THS_T,HU	174 	161 	111 	198 	197 	160 	142 	166 	170 	142 	96 	100 	107 	137 	117 
A,TOTAL,IT,GT04,THS_T,IE	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u	: 	: 	: 	: u
A,TOTAL,IT,GT04,THS_T,IT	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT04,THS_T,LI	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT04,THS_T,LT	31 	16 	33 	41 	50 	73 	78 	38 	233 	191 	62 	77 	: u	80 	: u
A,TOTAL,IT,GT04,THS_T,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,TOTAL,IT,GT04,THS_T,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	36 	: u	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,TOTAL,IT,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,IT,GT04,THS_T,NL	65 	42 	55 	47 	43 	47 	44 	22 	41 	29 	: u	34 	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,NO	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT04,THS_T,PL	222 	161 	284 	290 	174 	317 	421 	: u	319 	460 	538 	760 	584 	621 	583 
A,TOTAL,IT,GT04,THS_T,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,RO	: u	67 	46 	57 	94 	62 	48 	120 	214 	126 	268 	174 	76 	81 	74 
A,TOTAL,IT,GT04,THS_T,SE	21 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT04,THS_T,SI	56 	76 	64 	80 	101 	138 	68 	100 	166 	164 	146 	120 	150 	88 	181 
A,TOTAL,IT,GT04,THS_T,SK	: u	47 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT04,THS_T,UK	21 	43 	45 	43 	14 	25 	23 	17 	: u	20 	27 	16 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,AT	43 	35 	30 	: u	16 	17 	27 	: u	16 	11 	13 	: u	14 	: u	: u
A,TOTAL,IT,GT05,THS_T,BE	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,IT,GT05,THS_T,BG	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,CH	: 	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,CY	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,CZ	55 	: u	: u	: u	: u	73 	: u	: u	: u	: u	: u	: u	: u	53 	48 
